64996386		A.C.T.H. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
68787715	PARACETAMOL BIOGARAN 1 g, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429491
67217826	PARACETAMOL BIOGARAN 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0429288
66142228	PARACETAMOL BIOGARAN 1000 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0341683
61400596	PARACETAMOL BIOGARAN 300 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0341574
66661454	PARACETAMOL BIOGARAN 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429287
60170046	PARACETAMOL BIOGARAN 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure nationale	Commercialisée	0429285
65701216	PARACETAMOL BIOGARAN 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0429286
69867452	PARACETAMOL BIOGARAN 500 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0341575
60557071	PARACETAMOL BIOGARAN CONSEIL 1000 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429199
64182380	PARACETAMOL BIOGARAN CONSEIL 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429201
66611978	PARACETAMOL BMS 500 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141666
67525165	PARACETAMOL CAFEINE GALPHARM 500 mg/65 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0262348
64958898	PARACETAMOL CAFEINE THERAPLIX 500 mg/50 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
64100547	PARACETAMOL CAFEINE THERAPLIX 500 mg/50 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
65562421	PARACETAMOL CEHEL PHARMA 1 g, comprimé à croquer	comprimé à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141429
64922674	PARACETAMOL CEHEL PHARMA 500 mg, comprimé à croquer	comprimé à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141279
64273588	PARACETAMOL CEPHALON 250 mg, lyophilisat oral	lyophilisat	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0185892
61282354	PARACETAMOL CEPHALON 500 mg, lyophilisat oral	lyophilisat	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0205600
60475749	PARACETAMOL CHLORPHENAMINE VITAMINE C CLARIX, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0361345
68194946	PARACETAMOL CLL PHARMA 500 mg, comprimé à croquer	comprimé à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141996
61784054	PARACETAMOL CODEINE ARROW 400 mg/20 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0353019
62771825	PARACETAMOL CODEINE ARROW 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0413619
64319975	PARACETAMOL CODEINE BIOGALENIQUE 600 mg/50 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
69355295	PARACETAMOL CODEINE BIOGARAN 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0415176
66242399	PARACETAMOL CODEINE BMS 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141590
63147298	PARACETAMOL CODEINE BMS 500 mg/30 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0140915
61907788	PARACETAMOL CODEINE BRISTOL LABORATORIES 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0236137
68708034	PARACETAMOL CODEINE BRISTOL-MYERS SQUIBB 12 mg/0,6 mg/ml, suspension buvable	suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0142110
64228276	PARACETAMOL CODEINE BRISTOL-MYERS SQUIBB 25 mg/1,495 mg/ml, suspension buvable	suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141125
62541023	PARACETAMOL CODEINE EG 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0393218
67806479	PARACETAMOL CODEINE FRILAB 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation active	Procédure nationale	Non commercialisée	0446898
60987735	PARACETAMOL CODEINE G GAM 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0116175
62113389	PARACETAMOL CODEINE GNR 400 mg/20 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
64982689	PARACETAMOL CODEINE IVAX 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141293
69549916	PARACETAMOL CODEINE MYLAN 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0387900
65451798	PARACETAMOL CODEINE REF 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0223304
61730170	PARACETAMOL CODEINE SANDOZ 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0389335
61943097	PARACETAMOL CODEINE TEVA 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240551
65326990	PARACETAMOL CODEINE THERAPLIX, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
63432895	PARACETAMOL CODEINE U.P.S.A., comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
66563298	PARACETAMOL CODEINE UNITHER 500 mg/30 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0338551
64436633	PARACETAMOL CRISTERS 1 g, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0403365
66266717	PARACETAMOL CRISTERS 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0403370
64503085	PARACETAMOL CRISTERS 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0402188
65496626	PARACETAMOL CRISTERS 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0338979
69411153	PARACETAMOL CRISTERS 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Non commercialisée	0339798
65418129	PARACETAMOL CRISTERS PHARMA 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0402184
65173459	PARACETAMOL CUVE 1000 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0393544
61494332	PARACETAMOL DAKOTA PHARM 500 mg, comprimé dispersible	comprimé orodispersible	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
60465363	PARACETAMOL DISPHAR 500 mg, granulés en sachets-dose	granulés	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0342142
69845776	PARACETAMOL E PHARMA 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0142363
66497446	PARACETAMOL EFFERVESCENT UPSA 330 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
67648883	PARACETAMOL EFFERVESCENT UPSA 660 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
62772966	PARACETAMOL EG 1 g, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0428966
67755020	PARACETAMOL EG 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation active	Procédure nationale	Non commercialisée	0428942
62013136	PARACETAMOL EG 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0441257
68961094	PARACETAMOL EG 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0142168
69546215	PARACETAMOL EG 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure nationale	Commercialisée	0428618
65335982	PARACETAMOL EG 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0429040
61938933	PARACETAMOL EG LABO - LABORATOIRES EUROGENERICS 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0156351
66665285	PARACETAMOL EG LABO CONSEIL 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429241
65029131	PARACETAMOL ETHYPHARM 125 mg, microgranules en sachet	microgranule	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
60711078	PARACETAMOL ETHYPHARM 250 mg, microgranule en sachet	microgranule	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
65375877	PARACETAMOL ETHYPHARM 500 mg, microgranules en sachet	microgranule	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
65587054	PARACETAMOL EUROGALENA 500 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
68830091	PARACETAMOL EVOLUGEN 1 g, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Non commercialisée	0403002
67742980	PARACETAMOL EVOLUGEN 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Non commercialisée	0401953
64841496	PARACETAMOL EVOLUGEN PHARMA 1000 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0446325
66043600	PARACETAMOL EVOLUGEN PHARMA 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0446324
67790473	PARACETAMOL FARMALID 500 mg, granulés orodispersibles	granulés orodispersible	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0348589
62516187	PARACETAMOL FARMALIDER 1000 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0432501
61715802	PARACETAMOL FARMALIDER 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0432502
60032757	PARACETAMOL FOURNIER 3 % ENFANTS ET NOURRISSONS, solution buvable	solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0060158
67703810	PARACETAMOL FRILAB 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Non commercialisée	0446551
67965937	PARACETAMOL FRILAB 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0446550
60266710	PARACETAMOL G GAM 1 g, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0116207
67849459	PARACETAMOL GATTEFOSSE 500 mg, comprimé à croquer	comprimé à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141933
62344378	PARACETAMOL GENMED 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0233731
67598149	PARACETAMOL GENODEX 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0130256
67320413	PARACETAMOL GENODEX 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Non commercialisée	0402966
69252719	PARACETAMOL GNR 1 g, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0444846
60730648	PARACETAMOL GNR 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0447000
62688710	PARACETAMOL GNR 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0444845
64706922	PARACETAMOL GNR 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0446999
69117575	PARACETAMOL GNR 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
63965377	PARACETAMOL GRUNENTHAL 1 g, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0228932
66543872	PARACETAMOL HALEON FRANCE ENFANT ET NOURRISSON 2,4 POUR CENT, suspension buvable	suspension buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0430993
66549761	PARACETAMOL HOSPIRA 10 mg/ml, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation archivée	Procédure décentralisée	Non commercialisée	0201670
62612748	PARACETAMOL IPRAD 120 mg, suppositoire	suppositoire	rectale	Autorisation archivée	Procédure nationale	Non commercialisée	
62147690	PARACETAMOL IPRAD 300 mg, suppositoire	suppositoire	rectale	Autorisation archivée	Procédure nationale	Non commercialisée	
66643680	PARACETAMOL ISOMED 1000 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0287529
68455517	PARACETAMOL ISOMED 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0258446
60777377	PARACETAMOL ISOMED 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0258445
65264460	PARACETAMOL ISOMED 500 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0287530
60361770	PARACETAMOL ISOMED SANTE 500 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0259175
64454154	PARACETAMOL KABI 10 mg/mL, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0429229
67218807	PARACETAMOL KRKA 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0430768
67975696	PARACETAMOL KRKA 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0430767
66735171	PARACETAMOL LABORATOIRES SMB 1 g, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0188593
61470897	PARACETAMOL LABORATOIRES SMB 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0188532
67199513	PARACETAMOL LYOC 250 mg, lyophilisat oral	lyophilisat	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0213086
68391712	PARACETAMOL LYOC 500 mg, lyophilisat oral	lyophilisat	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0213087
68342010	PARACETAMOL MACOSOL 10 mg/ml, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation archivée	Procédure décentralisée	Non commercialisée	0201396
63126400	PARACETAMOL MAZAL 1000 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0166569
66210864	PARACETAMOL MAZAL 300 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0166644
66508889	PARACETAMOL MAZAL 500 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0166568
67059721	PARACETAMOL MEDIPHA 1000 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0356390
64915587	PARACETAMOL MEDIPHA 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0356389
66001035	PARACETAMOL MONOT ENFANTS 150 mg, granulé pour suspension buvable en sachet	granulés pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
64499943	PARACETAMOL MONOT NOURRISSONS 75 mg, granulé pour suspension buvable en sachet	granulés pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
65678689	PARACETAMOL MYLAN 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0165060
65370563	PARACETAMOL MYLAN 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0310306
66648250	PARACETAMOL MYLAN PHARMA 500 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
63785265	PARACETAMOL NEOGEN 10 mg/ml, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation archivée	Procédure nationale	Non commercialisée	0227262
60702613	PARACETAMOL NEOGENUS 10 mg/ml, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation archivée	Procédure nationale	Non commercialisée	0252233
66099563	PARACETAMOL NEPENTHES 1000 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0291001
65956487	PARACETAMOL NEPENTHES 500 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0291000
60738253	PARACETAMOL NOR 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0189777
65470193	PARACETAMOL NORDIC 500 mg, granulés en sachet-dose	granulés	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0245283
61120270	PARACETAMOL NORIDEM 10 mg/mL, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation active	Procédure de reconnaissance mutuelle	Non commercialisée	0441378
65073537	PARACETAMOL OFFILINK 1 g, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0187607
63069892	PARACETAMOL PANPHARMA 10 mg/ml, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0432565
63958571	PARACETAMOL PROGRAPHARM 125 mg, comprimé dispersible	comprimé dispersible	orale	Autorisation active	Procédure de reconnaissance mutuelle	Non commercialisée	0431020
69166914	PARACETAMOL PSEUDOEPHEDRINE VITAMINE C GLAXOSMITHKLINE SANTE GRAND PUBLIC, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0305339
65080300	PARACETAMOL QUALIMED 1 g, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0141325
69516058	PARACETAMOL QUALIMED 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0186182
61134042	PARACETAMOL RANBAXY 1 g, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0140453
63346446	PARACETAMOL RANBAXY MEDICATION OFFICINALE 500 mg, gélule	gélule	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0231307
69412821	PARACETAMOL RATIO 1 g, comprimé effervescent	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0262655
62721886	PARACETAMOL RATIOPHARM 1000 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240552
67266969	PARACETAMOL RATIOPHARM 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240553
62800006	PARACETAMOL RATIOPHARM 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240554
62502166	PARACETAMOL RATIOPHARM 500 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240191
61223352	PARACETAMOL RATIOPHARM 500 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0340110
67595893	PARACETAMOL RENAUDIN 10 mg/mL, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation active	Procédure nationale	Non commercialisée	0331163
61960431	PARACETAMOL RPG 500 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0171504
60983295	PARACETAMOL RPG 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0140420
66125677	PARACETAMOL SANDOZ 1 g, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0389334
68312768	PARACETAMOL SANDOZ 1 g, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0142026
65765012	PARACETAMOL SANDOZ 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0389333
66833384	PARACETAMOL SANDOZ 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0146427
61752569	PARACETAMOL SANDOZ 500 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0140601
67034675	PARACETAMOL SANDOZ 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0440998
64207990	PARACETAMOL SANDOZ CONSEIL 500 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0389346
60004779	PARACETAMOL SANOFI-SYNTHELABO OTC 125 mg, poudre effervescente en sachet-dose	poudre effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
64537027	PARACETAMOL SANOFI-SYNTHELABO OTC 250 mg, poudre effervescente en sachet-dose	poudre effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0141197
60369646	PARACETAMOL SANOFI-SYNTHELABO OTC 50 mg, poudre effervescente en sachet-dose	poudre effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0140285
61337014	PARACETAMOL SET 500 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0140505
66179461	PARACETAMOL SET 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
62724277	PARACETAMOL SUBSTI-LABO 500 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0340112
69079313	PARACETAMOL SUBSTILAB 500 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0341749
62508361	PARACETAMOL SUBSTIPHARM 500 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0231324
63187008	PARACETAMOL SUN 1 g, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0352154
65621649	PARACETAMOL TEVA 1 g, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0430231
60552722	PARACETAMOL TEVA 1 g, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240557
68869105	PARACETAMOL TEVA 1000 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240558
65992519	PARACETAMOL TEVA 300 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240559
68249079	PARACETAMOL TEVA 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0447618
63308310	PARACETAMOL TEVA 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240561
60091086	PARACETAMOL TEVA 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0430233
67586684	PARACETAMOL TEVA 500 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0240563
66937792	PARACETAMOL TEVA CONSEIL 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0430229
66523866	PARACETAMOL TEVA PHARMA 1 g, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0430041
64875057	PARACETAMOL TEVA PHARMA 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0240565
61135767	PARACETAMOL TEVA PHARMA 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0241100
69085184	PARACETAMOL TEVA SANTE 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0403009
64290776	PARACETAMOL TEVA SANTE 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0401951
65423247	PARACETAMOL THERAPLIX 500 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
63894161	PARACETAMOL TORRENT 1000 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0307218
65963670	PARACETAMOL TORRENT 500 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0229749
65879717	PARACETAMOL UNITHER PHARMACEUTICALS 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0232297
64880588	PARACETAMOL UPSA 1 g, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0341888
69295389	PARACETAMOL UPSA 500 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0344650
62923158	PARACETAMOL VEYRON FROMENT 500 mg, gélule	gélule	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
65882001	PARACETAMOL VIAFLO 10 mg/mL, solution pour perfusion	solution pour perfusion	intraveineuse	Autorisation archivée	Procédure décentralisée	Non commercialisée	0399574
66007981	PARACETAMOL VIATRIS 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0446281
67165233	PARACETAMOL VIATRIS 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0429527
63107752	PARACETAMOL VIATRIS 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0442778
67888330	PARACETAMOL VIATRIS 500 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure nationale	Commercialisée	0446280
61858273	PARACETAMOL VIATRIS 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0428929
68155441	PARACETAMOL VIATRIS CONSEIL 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	0436199
