Generic Group	Route	Type	Specialty Name	EPI	EAN13
Groupe générique : ESOMEPRAZOLE MAGNESIUM 20 MG COMPRIME GASTRO-RESISTANT	ORALE	G	RACIPER 20 MG COMPRIME GASTRO-RESISTANT BOITE DE 28	SUN PHARMA	6118001300723
Groupe générique : ESOMEPRAZOLE MAGNESIUM 20 MG COMPRIME GASTRO-RESISTANT	ORALE	G	RACIPER 20 MG COMPRIME GASTRO-RESISTANT BOITE DE 7	SUN PHARMA	6118001300709
Groupe générique : ETHAMBUTOL 500 MG COMPRIME	ORALE	G	ETHAM 500 MG COMPRIME BOITE DE 50	GALENICA	-
Groupe générique : ETHAMBUTOL 500 MG COMPRIME	ORALE	G	ETHAMBUTOL PHARMA 500 MG COMPRIME BOITE DE 20	PHARMA 5	-
Groupe générique : ETHINYLESTRADIOL // LEVONORGESTREL 20 µg / 100 µg COMPRIME PELLICULE	ORALE	G	ASUMATE 20 µg / 100 µg COMPRIME PELLICULE BOITE DE 126	BOTTU	-
Groupe générique : ETHINYLESTRADIOL // LEVONORGESTREL 20 µg / 100 µg COMPRIME PELLICULE	ORALE	G	ASUMATE 20 µg / 100 µg COMPRIME PELLICULE BOITE DE 21	BOTTU	6118001040650
Groupe générique : ETHINYLESTRADIOL // LEVONORGESTREL 20 µg / 100 µg COMPRIME PELLICULE	ORALE	G	ASUMATE 20 µg / 100 µg COMPRIME PELLICULE BOITE DE 63	BOTTU	-
"Groupe générique : ETHINYLESTRADIOL//DROSPIRENONE 0,02 MG / 3 MG COMPRIME PELLICULE"	ORALE	G	"KARHLA 0,02 MG / 3 MG COMPRIME PELLICULE BOITE DE 21"	BOTTU	6118001040780
"Groupe générique : ETHINYLESTRADIOL//DROSPIRENONE 0,02 MG / 3 MG COMPRIME PELLICULE"	ORALE	G	"PILIANE 0,02 MG / 3 MG COMPRIME PELLICULE BOITE DE 28"	PROMOPHARM	6118001261154
Groupe générique : ETOPOSIDE 20 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	"ETOPOSIDE EBEWE 20 MG / ML SOLUTION A DILUER POUR PERFUSION FLACON DE 2,5 ML"	POLYMEDIC	6118001200498
Groupe générique : ETOPOSIDE 20 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	ETOPOSIDE EBEWE 20 MG / ML SOLUTION A DILUER POUR PERFUSION FLACON DE 5 ML	POLYMEDIC	6118001200481
Groupe générique : ETORICOXIB 120 MG COMPRIME PELLICULE	ORALE	P	ARCOXIA 120 MG COMPRIME PELLICULE BOITE DE 7	MAPHAR	6118001185733
Groupe générique : ETORICOXIB 120 MG COMPRIME PELLICULE	ORALE	G	DOLICOX 120 MG COMPRIME PELLICULE BOITE DE 7	BOTTU	6118000041962
Groupe générique : EXEMESTANE 25 MG COMPRIME PELLICULE	ORALE	P	AROMASINE 25 MG COMPRIME PELLICULE BOITE DE 30	PFIZER	6118001170067
Groupe générique : EXEMESTANE 25 MG COMPRIME PELLICULE	ORALE	G	EXEMESTANE NORMON 25 MG COMPRIME PELLICULE BOITE DE 30	IBERMA	6118001220663
Groupe générique : EXEMESTANE 25 MG COMPRIME PELLICULE	ORALE	G	EXEMESTANE ZENITH 25 MG COMPRIME PELLICULE BOITE DE 30	ZENITH PHARMA	6118001272877
Groupe générique : EZETIMIB 10 MG COMPRIME	ORALE	P	EZETROL 10 MG COMPRIME BOITE DE 28	MAPHAR	6118001185832
Groupe générique : EZETIMIB 10 MG COMPRIME	ORALE	G	ZELIP 10 MG COMPRIME BOITE DE 14	GENPHARMA	6118000131250
Groupe générique : EZETIMIB 10 MG COMPRIME	ORALE	G	ZELIP 10 MG COMPRIME BOITE DE 28	GENPHARMA	6118000131267
Groupe générique : FEBUXOSTAT 120 MG COMPRIME PELLICULE	ORALE	G	HYPURIC 120 MG COMPRIME PELLICULE BOITE DE 14	PHI	6118001152193
Groupe générique : FEBUXOSTAT 120 MG COMPRIME PELLICULE	ORALE	G	HYPURIC 120 MG COMPRIME PELLICULE BOITE DE 28	PHI	-
Groupe générique : FENOFIBRATE 200 MG GELULE	ORALE	P	LIPANTHYL 200 MG GELULE BOITE DE 30	MAPHAR	6118001181629
Groupe générique : FENOFIBRATE 200 MG GELULE	ORALE	G	FENOGAL 200 MG GELULE BOITE DE 30	SOTHEMA	6118001070695
Groupe générique : FENOFIBRATE MICRONISE 160 MG GELULE	ORALE	G	FEBRATE 160 MG GELULE BOITE DE 10	ZENITH PHARMA	-
Groupe générique : FENOFIBRATE MICRONISE 160 MG GELULE	ORALE	G	FEBRATE 160 MG GELULE BOITE DE 30	ZENITH PHARMA	6118000331933
Groupe générique : FENTANYL 100 µG / 2 ML SOLUTION INJECTABLE	PARENTERALE	P	FENTANYL JANSSEN 100 µG / 2 ML SOLUTION INJECTABLE BOITE DE 5 AMPOULES	MAPHAR	6118001181117
Groupe générique : FENTANYL 100 µG / 2 ML SOLUTION INJECTABLE	PARENTERALE	G	FENTANYL MYLAN 100 µG / 2 ML SOLUTION INJECTABLE BOITE DE 10 FLACONS DE 2 ML	SYNTHEMEDIC	6118001020263
Groupe générique : FLUCLOXACILLINE 1 G POUDRE POUR PREPARATION INJECTABLE	PARENTERALE	G	FLOXAM 1 G POUDRE POUR PREPARATION INJECTABLE BOITE DE 1 FLACON + 1 SOLVANT: ALCOOL BENZYLIQUE A 3%	LAPROPHAN	6118000031437
Groupe générique : FLUCLOXACILLINE 1 G POUDRE POUR PREPARATION INJECTABLE	PARENTERALE	G	FLOXAM 1 G POUDRE POUR PREPARATION INJECTABLE BOITE DE 6 FLACON + 6 SOLVANTS: ALCOOL BENZYLIQUE A 3%	LAPROPHAN	6118000031444
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	DEPRINA 20 MG GELULE BOITE DE 10	ISIO LABORATOIRES	6118000470014
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	TUNELUZ 20 MG GELULE BOITE DE 30	AFRIC PHAR	6118000070863
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	TUNELUZ 20 MG GELULE BOITE DE 20	AFRIC PHAR	6118000070856
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	TUNELUZ 20 MG GELULE BOITE DE 10	AFRIC PHAR	6118000070849
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	SERDEP 20 MG GELULE BOITE DE 28	IBERMA	6118000230212
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	SERDEP 20 MG GELULE BOITE DE 14	IBERMA	6118000230205
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	PROQUIET 20 MG GELULE BOITE DE 14	PHARMA 5	-
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	VYOXET 20 MG GELULE BOITE DE 14	COOPER PHARMA	6118000083245
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUZOFT 20 MG GELULE BOITE DE 28	POLYMEDIC	6118000120186
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUOXET 20 MG GELULE BOITE DE 60	SOTHEMA	6118000023340
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUOXET 20 MG GELULE BOITE DE 30	SOTHEMA	6118000021681
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUOXET 20 MG GELULE BOITE DE 20	SOTHEMA	6118000020790
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUOXET 20 MG GELULE BOITE DE 10	SOTHEMA	6118000020783
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUCTINE GENPHARMA 20 MG GELULE BOITE DE 12	GENPHARMA	6118000130246
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	DEPRINA 20 MG GELULE BOITE DE 30	ISIO LABORATOIRES	6118000470038
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	FLUZOFT 20 MG GELULE BOITE DE 14	POLYMEDIC	6118000120179
Groupe générique : FLUOXETINE 20 MG GELULE	ORALE	G	VYOXET 20 MG GELULE BOITE DE 28	COOPER PHARMA	6118000083252
Groupe générique : FLUTICASONE (PROPIONATE) // SALMETEROL 250 µg / 25 µg SUSPENSION POUR INHALATION	RESPIRATOIRE	P	SERETIDE 250 µg / 25 µg SUSPENSION POUR INHALATION FLACON DE 120 DOSES	GSK	6118001141876
Groupe générique : FLUTICASONE (PROPIONATE) // SALMETEROL 250 µg / 25 µg SUSPENSION POUR INHALATION	RESPIRATOIRE	G	SAFLU 250 µg / 25 µg SUSPENSION POUR INHALATION FLACON DE 120 DOSES	CIPLA	6118001101290
Groupe générique : FORMOTEROL (FUMARATE) 12 µG GELULE POUR INHALATION	ORALE	G	BRONCOTEC 12 µG GELULE POUR INHALATION BOITE DE 60	ATLAS PHARM	6118001380220
Groupe générique : FORMOTEROL (FUMARATE) 12 µG GELULE POUR INHALATION	ORALE	G	FORMALAIRE SMB 12 µG GELULE POUR INHALATION BOITE DE 60	ERGO MAROC S.A	6118001320455
Groupe générique : FUMARATE DE DIMETHYLE 120 MG GELULE GASTRO-RESISTANTE	ORALE	G	FUMETIL 120 MG GELULE GASTRO RÉSISTANTE BOITE DE 14	ISIO LABORATOIRES	6118001460250
Groupe générique : FUMARATE DE DIMETHYLE 120 MG GELULE GASTRO-RESISTANTE	ORALE	G	FUMETIL 120 MG GELULE GASTRO RÉSISTANTE BOITE DE 28	ISIO LABORATOIRES	6118001460267
Groupe générique : FUMARATE DE DIMETHYLE 120 MG GELULE GASTRO-RESISTANTE	ORALE	G	FUMETIL 120 MG GELULE GASTRO RÉSISTANTE BOITE DE 56	ISIO LABORATOIRES	6118001460247
Groupe générique : FUROSEMIDE 40 MG COMPRIME	ORALE	P	LASILIX 40 MG COMPRIME BOITE DE 20	SANOFI AVENTIS MAROC	6118000060468
Groupe générique : FUROSEMIDE 40 MG COMPRIME	ORALE	G	DURESAN 40 MG COMPRIME BOITE DE 20	PHARMA 5	6118000090304
Groupe générique : FUROSEMIDE 40 MG COMPRIME	ORALE	G	FURILAN 40 MG COMPRIME BOITE DE 20	LAPROPHAN	6118000030256
Groupe générique : GABAPENTINE 300 MG GELULE	ORALE	P	NEURONTIN 300 MG GELULE BOITE DE 90	VIATRIS PHARMACEUTICALS	6118001430529
Groupe générique : GABAPENTINE 300 MG GELULE	ORALE	G	GABAMOX 300 MG GELULE BOITE DE 30	ATLAS PHARM	6118001380183
Groupe générique : GABAPENTINE 300 MG GELULE	ORALE	G	NUPENTIN 300 MG GELULE BOITE DE 30	SUN PHARMA	6118001300020
Groupe générique : GABAPENTINE 300 MG GELULE	ORALE	G	NUPENTIN 300 MG GELULE BOITE DE 60	SUN PHARMA	6118001300037
Groupe générique : GABAPENTINE 300 MG GELULE	ORALE	G	NUPENTIN 300 MG GELULE BOITE DE 90	SUN PHARMA	6118001300044
Groupe générique : GEFITINIB 250 MG COMPRIME PELLICULE	ORALE	P	IRESSA 250 MG COMPRIME PELLICULE BOITE DE 30	MAPHAR	6118001184248
Groupe générique : GEFITINIB 250 MG COMPRIME PELLICULE	ORALE	G	GEFTINAT 250 MG COMPRIME PELLICULE BOITE DE 30	AMANYS PHARMA	6118001330898
Groupe générique : GEMCITABINE CHLORHYDRATE 38 MG / ML POUDRE POUR SOLUTION POUR PERFUSION	PARENTERALE	G	GEMCITABINE KABI 38 MG / ML POUDRE POUR SOLUTION POUR PERFUSION FLACON DE 10 ML	RIM PHARMA	6118001370078
Groupe générique : GEMCITABINE CHLORHYDRATE 38 MG / ML POUDRE POUR SOLUTION POUR PERFUSION	PARENTERALE	G	GEMCITABINE KABI 38 MG / ML POUDRE POUR SOLUTION POUR PERFUSION FLACON DE 100 ML	RIM PHARMA	6118001370092
Groupe générique : GEMCITABINE CHLORHYDRATE 38 MG / ML POUDRE POUR SOLUTION POUR PERFUSION	PARENTERALE	G	GEMCITABINE KABI 38 MG / ML POUDRE POUR SOLUTION POUR PERFUSION FLACON DE 50 ML	RIM PHARMA	6118001370085
Groupe générique : GENTAMICINE 120 MG SOLUTION INJECTABLE	PARENTERALE	G	GENTAMYCINE LLORENTE 120 MG SOLUTION INJECTABLE BOITE DE 6 AMPOULES (3 ML)	AFRIC PHAR	6118000070467
Groupe générique : GENTAMICINE 120 MG SOLUTION INJECTABLE	PARENTERALE	G	GENTAMYCINE LLORENTE 120 MG SOLUTION INJECTABLE BOITE UNITAIRE (3 ML)	AFRIC PHAR	6118000070450
Groupe générique : GLIBENCLAMIDE 5 MG COMPRIME	ORALE	G	BENCLAMID 5 MG COMPRIME BOITE DE 30	PROMOPHARM	6118000240143
Groupe générique : GLIBENCLAMIDE 5 MG COMPRIME	ORALE	G	BENCLAMID 5 MG COMPRIME BOITE DE 60	PROMOPHARM	6118000240150
Groupe générique : GLIBENCLAMIDE 5 MG COMPRIME	ORALE	G	GLIPHARM 5 MG COMPRIME BOITE DE 20	PHARMA 5	6118000090359
Groupe générique : GLIBENCLAMIDE 5 MG COMPRIME	ORALE	G	GLIPHARM 5 MG COMPRIME BOITE DE 60	PHARMA 5	6118000092131
Groupe générique : GLIBENCLAMIDE 5 MG COMPRIME	ORALE	G	GLIPHARM 5 MG COMPRIME BOITE DE 90	PHARMA 5	6118000092124
Groupe générique : GLICLAZIDE 80 MG COMPRIME	ORALE	G	GINGAM 80 MG COMPRIME BOITE DE 20	PHARMED	-
Groupe générique : GLICLAZIDE 80 MG COMPRIME	ORALE	G	GINGAM 80 MG COMPRIME BOITE DE 60	PHARMED	-
Groupe générique : GLICLAZIDE 80 MG COMPRIME	ORALE	G	HELZOL 80 MG COMPRIME BOITE DE 20	PHARMA 5	-
Groupe générique : GLICLAZIDE 80 MG COMPRIME	ORALE	G	HELZOL 80 MG COMPRIME BOITE DE 60	PHARMA 5	-
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	P	AMAREL 1 MG COMPRIME BOITE DE 30	SANOFI AVENTIS MAROC	6118000060024
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	AGLIM 1 MG COMPRIME BOITE DE 30	PHARMA 5	6118000092520
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	GEPRID 1 MG COMPRIME BOITE DE 30	PROMOPHARM	6118000241454
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	GEPRID 1 MG COMPRIME BOITE DE 90	PROMOPHARM	6118000241942
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	GLEMA 1 MG COMPRIME BOITE DE 30	BOTTU	6118000041191
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	GLYSET 1 MG COMPRIME BOITE DE 30	GENPHARMA	6118000130581
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	ODIA 1 MG COMPRIME BOITE DE 30	SOTHEMA	6118000022015
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	ODIA 1 MG COMPRIME BOITE DE 60	SOTHEMA	6118000022022
Groupe générique : GLIMEPIRIDE 1 MG COMPRIME	ORALE	G	ODIA 1 MG COMPRIME BOITE DE 90	SOTHEMA	-
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 100 ML"	GENERATION SANTE	6118000350019
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 1000ML"	GENERATION SANTE	6118000350040
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 250ML"	GENERATION SANTE	6118000350026
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE FLIP OFF EN PVC PLASTIFIE, 500ML"	GENERATION SANTE	6118000350033
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 100 ML"	GENERATION SANTE	6118000350057
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 1000ML"	GENERATION SANTE	6118000350088
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 250ML"	GENERATION SANTE	6118000350064
"Groupe générique : GLUCOSE 0,05 SOLUTE INJECTABLE"	PARENTERALE	G	"GLUCOSE GENERATION SANTE 0,05 SOLUTE INJECTABLE POCHE SOUPLE TWIST OFF EN PVC PLASTIFIE, 500ML"	GENERATION SANTE	6118000350071
Groupe générique : GRISEOFULVINE 125 MG COMPRIME	ORALE	G	GRISEO 125 MG COMPRIME BOITE DE 30	LAPROPHAN	6118000030317
Groupe générique : GRISEOFULVINE 125 MG COMPRIME	ORALE	G	GRISEOPHARM 125 MG COMPRIME BOITE DE 32	PHARMA 5	6118000090366
Groupe générique : HYDROSMINE 200 MG GELULE	ORALE	G	VENULA 200 MG GELULE BOITE DE 20	IBERMA	6118000230342
Groupe générique : HYDROSMINE 200 MG GELULE	ORALE	G	VENULA 200 MG GELULE BOITE DE 60	IBERMA	6118000230359
"Groupe générique : IBUPROFENE 0,05 GEL"	DERMIQUE	G	"AGIFENE 0,05 GEL TUBE DE 50 G"	PHI	6118000050025
"Groupe générique : IBUPROFENE 0,05 GEL"	DERMIQUE	G	"IBUPHIL 0,05 GEL TUBE DE 50 G"	NOVOPHARMA	6118000140887
"Groupe générique : IBUPROFENE 0,05 GEL"	DERMIQUE	G	"PRODOL 0,05 GEL TUBE DE 50 G"	GALENICA	-
Groupe générique : IMATINIB (MESILATE) 100 MG COMPRIME PELLICULE	ORALE	P	GLIVEC 100 MG COMPRIME PELLICULE BOITE DE 60	NOVARTIS PHARMA	6118001030828
Groupe générique : IMATINIB (MESILATE) 100 MG COMPRIME PELLICULE	ORALE	G	CEMIVIL 100 MG COMPRIME PELLICULE BOITE DE 30	PROMOPHARM	6118001260492
Groupe générique : IMATINIB (MESILATE) 100 MG COMPRIME PELLICULE	ORALE	G	IMATINIB ZENITH 100 MG COMPRIME PELLICULE BOITE DE 30	ZENITH PHARMA	6118001272815
Groupe générique : IMATINIB (MESILATE) 100 MG COMPRIME PELLICULE	ORALE	G	ITINEA 100 MG COMPRIME PELLICULE BOITE DE 30 COMPRIMES PELLICULES	AMANYS PHARMA	6118001330812
"Groupe générique : INDAPAMIDE 1,5 MG COMPRIME"	ORALE	G	"ADEX LP 1,5 MG COMPRIME BOITE DE 30"	SOTHEMA	6118000022817
"Groupe générique : INDAPAMIDE 1,5 MG COMPRIME"	ORALE	G	"TIASUREX LP 1,5 MG COMPRIME BOITE DE 30"	LAPROPHAN	6118000033172
Groupe générique : INDOMETACINE 100 MG SUPPOSITOIRE	RECTALE	G	IDOL 100 MG SUPPOSITOIRE BOITE DE 10	IBERMA	6118000230106
Groupe générique : INDOMETACINE 100 MG SUPPOSITOIRE	RECTALE	G	IDOL 100 MG SUPPOSITOIRE BOITE DE 20	IBERMA	6118000230113
Groupe générique : INDOMETACINE 100 MG SUPPOSITOIRE	RECTALE	G	INDOLAN 100 MG SUPPOSITOIRE BOITE DE 10	LAPROPHAN	6118000031628
Groupe générique : INDOMETACINE 100 MG SUPPOSITOIRE	RECTALE	G	INDOPHARM 100 MG SUPPOSITOIRE BOITE DE 10	PHARMA 5	6118000090403
Groupe générique : INSULINE GLARGINE 100 U / ML SOLUTION INJECTABLE EN STYLO PREREMPLI DE 3 ML	PARENTERALE	BS	SEMGLEE 100 U / ML SOLUTION INJECTABLE EN STYLO PREREMPLI DE 3 ML BOITE DE 1	SYNTHEMEDIC	6118001430376
Groupe générique : INSULINE GLARGINE 100 U / ML SOLUTION INJECTABLE EN STYLO PREREMPLI DE 3 ML	PARENTERALE	BS	SEMGLEE 100 U / ML SOLUTION INJECTABLE EN STYLO PREREMPLI DE 3 ML BOITE DE 5 STYLOS	SYNTHEMEDIC	6118001430383
Groupe générique : INSULINE GLARGINE (LENTE) 100 UI / ML SOLUTION INJECTABLE	PARENTERALE	P	LANTUS SOLOSTAR 100 UI / ML SOLUTION INJECTABLE BOITE DE 5 STYLOS PRE-REMPLI DE 3 ML	SANOFI AVENTIS MAROC	6118001081615
Groupe générique : INSULINE GLARGINE (LENTE) 100 UI / ML SOLUTION INJECTABLE	PARENTERALE	P	LANTUS SOLOSTAR 100 UI / ML SOLUTION INJECTABLE BOITE D'UN STYLO PRE-REMPLI DE 3 ML	SANOFI AVENTIS MAROC	6118001081608
Groupe générique : INSULINE GLARGINE (LENTE) 100 UI / ML SOLUTION INJECTABLE	PARENTERALE	BS	BASALOG 100 UI / ML SOLUTION INJECTABLE BOITE DE 1 CARTOUCHE DE 3 ML	SOTHEMA	6118001072781
Groupe générique : INSULINE HUMAINE BIOGENETIQUE 100 UI / ML SOLUTION INJECTABLE EN CARTOUCHE	PARENTERALE	BS	WOSULIN R 100 UI / ML SOLUTION INJECTABLE EN CARTOUCHE BOITE DE 1 CARTOUCHES DE 3 ML	POLYMEDIC	6118001201082
Groupe générique : INSULINE HUMAINE BIOGENETIQUE 100 UI / ML SOLUTION INJECTABLE EN CARTOUCHE	PARENTERALE	BS	WOSULIN R 100 UI / ML SOLUTION INJECTABLE EN CARTOUCHE BOITE DE 3 CARTOUCHES DE 3 ML	POLYMEDIC	6118001201075
Groupe générique : INSULINE HUMAINE BIOGENETIQUE 100 UI / ML SOLUTION INJECTABLE EN CARTOUCHE	PARENTERALE	BS	WOSULIN R 100 UI / ML SOLUTION INJECTABLE EN CARTOUCHE BOITE DE 5 CARTOUCHES DE 3 ML	POLYMEDIC	6118001201068
Groupe générique : INSULINE HUMAINE BIOGENETIQUE (INTERMEDIAIRE) 100 UI / ML SUSPENSION INJECTABLE	PARENTERALE	BS	INSULET 30/70 100 UI / ML SUSPENSION INJECTABLE BOITE DE 5 CARTOUCHES DE 3 ML	SOTHEMA	6118001072071
Groupe générique : INSULINE HUMAINE BIOGENETIQUE (INTERMEDIAIRE) 100 UI / ML SUSPENSION INJECTABLE	PARENTERALE	BS	INSULET N 100 UI / ML SUSPENSION INJECTABLE BOITE DE 5 CARTOUCHES DE 3 ML	SOTHEMA	-
Groupe générique : INSULINE HUMAINE BIOGENETIQUE ISOPHANE BIPHASIQUE 30 / 70 100 UI / ML SUSPENSION INJECTABLE EN CARTOUCHE	PARENTERALE	BS	WOSULIN 30 / 70 100 UI / ML SUSPENSION INJECTABLE EN CARTOUCHE BOITE DE 1 CARTOUCHES DE 3 ML	POLYMEDIC	6118001201020
Groupe générique : INSULINE HUMAINE BIOGENETIQUE ISOPHANE BIPHASIQUE 30 / 70 100 UI / ML SUSPENSION INJECTABLE EN CARTOUCHE	PARENTERALE	BS	WOSULIN 30 / 70 100 UI / ML SUSPENSION INJECTABLE EN CARTOUCHE BOITE DE 3 CARTOUCHES DE 3 ML	POLYMEDIC	6118001201013
Groupe générique : INSULINE HUMAINE BIOGENETIQUE ISOPHANE BIPHASIQUE 30 / 70 100 UI / ML SUSPENSION INJECTABLE EN CARTOUCHE	PARENTERALE	BS	WOSULIN 30 / 70 100 UI / ML SUSPENSION INJECTABLE EN CARTOUCHE BOITE DE 5 CARTOUCHES DE 3 ML	POLYMEDIC	6118001201006
Groupe générique : INSULINE HUMAINE BIOGENETIQUE ISOPHANE BIPHASIQUE (INTERMEDIAIRE) 100 UI / ML SUSPENSION INJECTABLE	PARENTERALE	P	MIXTARD 30 HM 100 UI / ML SUSPENSION INJECTABLE FLACON DE 10ML	LAPROPHAN	6118001120192
Groupe générique : INSULINE HUMAINE BIOGENETIQUE ISOPHANE BIPHASIQUE (INTERMEDIAIRE) 100 UI / ML SUSPENSION INJECTABLE	PARENTERALE	P	MIXTARD 30 HM PENFILL 100 UI / ML SUSPENSION INJECTABLE BOITE DE 5 CARTOUCHES 3 ML	LAPROPHAN	6118001120246
Groupe générique : INSULINE HUMAINE BIOGENETIQUE ISOPHANE BIPHASIQUE (INTERMEDIAIRE) 100 UI / ML SUSPENSION INJECTABLE	PARENTERALE	BS	INSULET MIX 30 100 UI / ML SUSPENSION INJECTABLE FLACON DE 10 ML	SOTHEMA	6118000021070
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	ARAPRO 150 MG COMPRIME PELLICULE BOITE DE 10	ZENITH PHARMA	6118000331711
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	ARAPRO 150 MG COMPRIME PELLICULE BOITE DE 30	ZENITH PHARMA	6118000331728
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	AVACOR 150 MG COMPRIME PELLICULE BOITE DE 30	POLYMEDIC	6118000121015
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	CARDIVEL 150 MG COMPRIME PELLICULE BOITE DE 30	SPIMACO MAROC	6118000210375
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	ICARD 150 MG COMPRIME PELLICULE BOITE DE 28	COOPER PHARMA	6118000083009
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	IRBESAR SUN 150 MG COMPRIME PELLICULE BOITE DE 14	SUN PHARMA	6118000380566
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	IRBESAR SUN 150 MG COMPRIME PELLICULE BOITE DE 28	SUN PHARMA	6118000380573
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	IRPHI 150 MG COMPRIME PELLICULE BOITE DE 30	PHI	6118000051237
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	IRVEL 150 MG COMPRIME PELLICULE BOITE DE 14	AFRIC PHAR	6118000071891
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	IRVEL 150 MG COMPRIME PELLICULE BOITE DE 28	AFRIC PHAR	6118000071907
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	NOVORTAN 150 MG COMPRIME PELLICULE BOITE DE 30	NOVOPHARMA	6118000141129
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	VEPRAN 150 MG COMPRIME PELLICULE BOITE DE 14	SOTHEMA	6118000022909
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	VEPRAN 150 MG COMPRIME PELLICULE BOITE de 28	SOTHEMA	6118000022916
Groupe générique : IRBESARTAN 150 MG COMPRIME PELLICULE	ORALE	G	VEZAR 150 MG COMPRIME PELLICULE BOITE DE 30	SYNTHEMEDIC	6118000181088
Groupe générique : IRBESARTAN // AMLODIPINE 150 MG / 10 MG COMPRIME PELLICULE	ORALE	G	IRVECOR 150 MG/10 MG COMPRIME PELLICULE BOITE DE 14	AFRIC PHAR	6118000072720
Groupe générique : IRBESARTAN // AMLODIPINE 150 MG / 10 MG COMPRIME PELLICULE	ORALE	G	IRVECOR 150 MG/10 MG COMPRIME PELLICULE BOITE DE 28	AFRIC PHAR	6118000072737
